Age,Income,Outage_sec_perweek,Contacts,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Age,Gender_Male,Gender_Nonbinary,Area_Suburban,Area_Urban,InternetService_Fiber Optic,InternetService_None,Phone_Yes,OnlineSecurity_Yes,DeviceProtection_Yes,StreamingMovies_Yes,OnlineBackup_Yes
52,22879.56,12.2544,0,0,4.283128,1003.311614,52,0,1,1,0,0,0,1,0,0,1,1
46,43134.57,17.13207,1,0,11.07503,1545.148232,46,0,0,1,0,0,0,1,0,0,0,0
61,32917.43,9.698275,1,0,55.47116,5276.996281,61,1,0,0,1,0,0,1,0,1,0,0
18,12435.87,12.64401,0,0,64.38615,5980.119936,18,0,0,1,0,0,0,1,0,0,1,0
36,16778.35,14.19955362,1,0,7.439569893,890.4483344,36,1,0,0,1,0,1,1,0,1,0,0
63,43677.84,14.77952062,1,1,8.960033031,1207.593093,63,0,0,0,1,1,0,1,1,1,0,0
67,50896.56,13.93819,4,0,70.31689,6359.779951,67,0,0,1,0,0,0,1,0,1,1,0
28,18305.22,9.316164,3,0,61.45615,5823.6249,28,0,0,0,0,0,0,1,1,0,1,0
30,106581.92,9.999338434,1,1,18.29218438,1845.259523,30,0,0,1,0,1,0,1,0,1,0,0
49,87583.09,9.6815,2,0,10.6052,1782.253032,49,1,0,0,1,0,0,0,1,1,0,1
72,28057.62,11.32477,0,0,45.59554,4523.838771,72,1,0,0,0,0,0,0,1,0,0,1
24,56591.47,7.924796,1,0,65.83332,6300.056458,24,1,0,0,1,0,0,1,0,0,0,0
77,46835.84,8.5269,1,0,41.98389,4333.830722,77,0,0,1,0,0,0,1,0,1,1,0
39,31026.92,11.10415291,2,0,6.19002424,803.3925622,39,1,0,0,1,1,0,1,1,0,0,0
45,32000.75,7.686998495,0,0,9.652842643,1618.259683,45,1,0,0,1,0,1,1,0,1,1,0
53,20041.91,10.74356,1,1,64.98806,6205.696339,53,1,0,0,0,0,0,1,1,0,1,0
39,38759.29,4.527242,1,1,6.699323,939.6683701,39,0,0,1,0,1,0,1,0,0,1,0
56,7203.02,10.96178,2,0,50.3835,5014.025544,56,1,0,0,0,0,0,1,1,1,1,1
46,13801.14,10.51378,2,0,53.79471,5181.030493,46,0,0,1,0,0,0,1,1,1,0,1
20,28990.97,14.05835,0,0,66.03662,5877.566424,20,0,0,0,0,1,0,1,1,0,1,0
58,123006.6,9.970674,0,1,70.84337,6392.803419,58,0,0,0,0,1,0,1,0,1,1,0
24,62700.71,16.12607,0,0,53.40027,4656.466477,24,0,0,0,0,1,0,1,0,0,0,0
62,16076.21,11.22957,1,0,63.84542,5955.858742,62,0,0,1,0,0,0,1,0,0,1,0
27,138122.3,11.47772,0,0,11.32383,1500.00368,27,1,0,0,0,1,0,1,0,0,0,1
37,4874.95,6.720424,0,1,68.07677,5837.517911,37,0,0,0,1,1,0,1,0,0,1,0
46,9035.25,12.37922958,0,2,13.7944302,1965.419062,46,0,0,1,0,0,0,1,0,0,0,1
32,28696.57,10.26758,0,0,67.24986,5811.49739,32,1,0,0,0,1,0,1,0,0,0,0
49,46256.13,4.131287,1,1,7.367806,1515.049953,49,1,0,0,1,0,0,1,1,1,1,0
25,81831.49,9.565924291,3,0,2.344875382,704.7540406,25,1,0,0,1,1,0,1,0,1,0,0
28,30661.99,8.985931,0,1,1.554749,489.2316753,28,0,0,1,0,1,0,1,0,0,0,1
89,49328.41,5.231391,0,0,70.42655,5869.077797,89,0,0,0,1,1,0,1,1,0,0,1
68,25819.56,7.298432418,1,0,9.306233406,1762.075547,68,0,0,0,1,0,0,0,0,1,1,0
43,89970.37,11.44246,1,1,43.69814,4732.920025,43,0,0,1,0,0,0,1,1,1,1,0
61,32502.96,10.03188,1,2,68.41538,6205.418228,61,0,0,0,0,0,0,1,0,0,0,0
68,69293.12,12.84461,0,1,8.259716,1380.765825,68,1,0,0,0,1,0,1,1,1,1,0
64,50015.49,5.523528,2,0,3.02742,1246.012987,64,0,0,0,1,0,0,0,0,1,1,0
53,17580.02,8.689682,3,0,64.67477,5790.905465,53,0,0,1,0,0,0,1,0,0,0,0
73,55081.63,8.442478548,1,0,16.18199957,1602.254193,73,0,0,1,0,1,0,1,1,1,0,0
18,21400.67,11.6213,4,0,61.42037,6062.895419,18,1,0,0,0,0,1,1,0,1,1,1
60,90889.4,12.04083843,1,0,23.05042619,2730.054658,60,1,0,0,1,0,1,1,0,1,1,1
74,51784.5,5.790141,0,0,7.602068,646.8507919,74,0,0,0,0,0,1,1,0,0,0,0
46,57318.2,4.344131,0,0,66.34362,6016.804026,46,1,0,0,1,0,0,1,0,0,0,0
61,32418.66,4.788896,0,1,66.80152,6209.349746,61,1,0,0,0,1,0,1,1,0,1,1
30,61676.36,10.53794,2,0,57.48138,5062.064883,30,1,0,0,0,1,0,1,1,0,0,0
39,24901.05,12.38576,1,0,58.65834,5862.86904,39,1,0,1,0,0,0,1,0,0,1,0
88,45179.37,11.54779,1,0,49.16112,4293.055528,88,1,0,0,0,1,0,1,0,1,0,0
30,22227.6,10.05201,1,0,1.399445,901.9731056,30,0,0,0,1,0,0,1,0,1,0,1
87,24165.62,4.565566,4,1,1.726822,850.0650584,87,1,0,0,1,0,0,1,1,0,0,0
27,17423.53,10.43299,1,0,9.873648,1582.882748,27,0,1,0,1,0,0,1,0,0,1,0
29,29827.09,10.50519,0,0,60.69643,5469.377243,29,0,0,0,1,0,1,1,1,0,1,1
82,22420.64,9.097873,3,0,15.51392,1244.129071,82,1,0,0,0,0,1,0,0,0,0,0
69,34094.81,8.109012,0,0,15.06895,1672.336606,69,1,0,0,1,0,1,1,0,0,1,0
76,57316.09,17.2406,0,0,66.00509,6410.875978,76,0,0,0,0,0,0,1,0,0,1,1
64,23000.55,5.6162,1,2,1.025579,570.4516207,64,1,0,0,1,1,0,1,1,1,0,0
67,2492.8,7.709487,1,0,15.84051,1698.617842,67,1,0,0,0,0,1,1,0,1,0,1
56,71588.69,12.47126,0,1,7.874579,1215.186143,56,0,0,0,1,1,0,0,1,0,1,0
19,48228.96,15.47441,1,1,13.85765,1946.937264,19,1,0,1,0,1,0,1,0,1,1,1
18,70844.17,9.367555,0,1,8.27839,1169.714886,18,0,0,0,0,1,0,1,0,0,0,0
34,66055.53,7.738373361,2,0,11.86252419,1114.020282,34,0,0,0,0,1,0,1,0,0,0,1
51,41620.84,10.94942,0,0,70.36179,6358.605209,51,1,0,0,0,1,0,1,0,0,1,0
46,12650.67,6.411211074,1,0,4.385448215,758.0522649,46,1,0,0,1,1,0,1,1,0,0,0
35,36965.48,10.02068,0,1,63.04335,5662.285046,35,1,0,1,0,1,0,1,0,1,1,1
48,65583.82,16.97035,1,1,67.09561,6098.13029,48,1,0,0,0,0,1,1,0,0,1,1
48,54794.23,2.747035,0,1,6.915354,1137.782472,48,0,0,0,0,1,0,1,0,1,1,1
29,82080.92,10.04784815,2,0,14.5222363,2271.84102,29,0,0,0,1,0,0,1,0,1,1,0
76,5411.4,9.675355,0,1,56.57319,5271.605896,76,1,0,0,1,0,1,1,0,0,1,1
57,13756.92,8.452148,2,1,61.11248,5894.713365,57,1,0,0,1,0,0,0,0,0,0,1
84,91001.1,8.284591121,1,0,10.57197066,1649.312808,84,1,0,0,0,1,0,1,0,1,1,1
77,128728.3,6.292755,0,0,18.4468,2046.091342,77,0,0,0,1,1,0,1,0,0,1,1
51,81195.17,5.569496,2,0,69.71137,6192.63762,51,1,0,0,1,0,1,1,1,0,0,1
85,51126.59,12.51371,1,0,62.43544,5823.280926,85,1,0,1,0,0,0,1,0,0,0,1
75,68709.62,10.20829,1,2,2.696846,808.114485,75,1,0,0,0,1,0,0,1,0,1,1
61,60511.95,12.13357,1,0,62.16298,5248.831273,61,0,0,0,0,1,0,1,0,0,0,0
30,90664.75,11.05354,1,0,2.362663,254.7465501,30,0,0,0,1,1,0,1,0,0,0,0
35,3157.81,15.27827,3,2,65.13745,5807.53439,35,0,0,1,0,1,0,1,1,0,1,1
18,57469.38,13.72489,0,1,62.10568,6149.726033,18,1,0,0,0,0,0,0,0,1,1,0
83,68691.4,10.07105,0,0,51.73474,4461.641644,83,1,0,0,1,0,1,1,0,0,0,0
84,7649.73,12.09466,1,1,62.32241,5114.306191,84,0,1,1,0,0,1,1,0,0,0,0
72,82818.2,8.884019,1,0,12.53901,1642.266752,72,1,0,0,1,1,0,0,1,1,1,1
34,62567.3,9.811251,1,0,50.45458,4894.222619,34,0,0,0,0,0,0,1,0,0,0,0
30,25746.6,12.56374,1,2,40.93141,4156.493991,30,1,0,0,0,0,0,1,0,1,0,0
45,41973.28,10.61869,0,0,19.48354,1943.635982,45,1,0,0,1,1,0,1,0,0,0,0
40,11026.5,9.951311,1,0,59.10465,5331.272303,40,1,0,0,1,0,1,1,0,0,0,1
28,73871.69,11.58061,2,0,36.88048,3531.898755,28,1,0,0,1,1,0,1,0,0,0,0
84,7858.21,10.3891,1,0,7.923777,807.0176026,84,1,0,0,1,0,1,1,0,0,0,0
62,43293.26,11.51007,1,0,70.28113,5998.410517,62,0,0,0,0,1,0,0,1,1,0,0
20,15266.39,14.30328,1,1,69.4907,6394.925559,20,1,0,0,0,1,0,1,0,0,1,0
25,104452.6,15.82529,0,0,5.013991,952.2685798,25,1,0,0,0,0,1,1,1,1,1,0
68,79699.62,7.109002592,0,0,8.543717478,945.3802928,68,1,0,0,1,1,0,1,0,0,0,0
18,29822.31,11.72310409,1,0,16.53244292,1727.882293,18,1,0,0,0,1,0,1,0,0,1,0
67,91971.88,9.063775,0,0,63.15946,5417.867266,67,0,0,0,0,0,1,0,0,0,0,0
23,21308.46,10.02203,2,0,10.52866,1628.925715,23,1,0,0,1,0,0,1,0,0,0,1
49,53025.02,7.721097,1,0,59.42848,5566.284588,49,0,0,0,1,0,1,0,0,1,1,1
58,23107.22,5.546944946,3,0,2.811977672,911.3769495,58,0,0,0,1,1,0,1,1,1,1,1
65,57778.05,12.1464948,1,0,6.867358844,1177.735155,65,1,0,0,1,0,1,1,0,0,1,0
81,46037.64,6.622175,0,0,55.94357,4719.805869,81,1,0,0,1,1,0,0,0,0,1,0
31,14829.89,14.68473,0,0,58.4219,5259.588349,31,1,0,0,0,0,1,1,1,0,0,0
44,32992.62,10.28022332,2,0,6.12261616,1263.008234,44,0,0,1,0,0,0,1,1,0,0,0
86,12975.69,12.13152,1,0,5.188006,1039.131091,86,1,0,0,0,0,0,1,0,1,0,1
37,12071.22,13.06712,1,0,57.01834,4714.487291,37,0,0,0,1,1,0,1,0,0,0,0
40,18203.4,9.304463636,0,0,3.328266165,630.0568972,40,0,0,0,0,1,0,1,1,1,0,0
63,65095.99,15.40380196,0,0,9.267785326,788.6164497,63,0,0,0,0,1,0,0,0,0,0,0
51,33733.53,11.90247,0,0,66.98322,5922.812261,51,1,0,0,0,1,0,1,1,1,0,0
51,47659.53,9.840486,0,0,52.98033,5368.841578,51,0,0,1,0,0,0,1,1,1,1,0
42,84035.13,12.94275,0,0,13.36689,1456.609727,42,1,0,0,0,0,1,1,0,0,0,0
84,123991.0,10.68702,2,1,63.06198,5705.273815,84,0,0,0,1,1,0,1,0,0,1,1
40,8855.67,10.52187,2,0,56.70254,5429.870356,40,1,0,1,0,1,0,1,0,1,1,1
57,57497.76,9.154572,0,0,36.98095,3668.332806,57,0,0,1,0,1,0,1,0,1,1,0
83,8497.8,10.34957334,0,1,4.241019424,1001.860025,83,0,1,1,0,0,0,1,0,0,0,1
41,13549.81,8.477589,2,1,55.71809,5517.899709,41,1,0,0,0,0,0,1,1,0,1,1
41,26043.65,13.4417,0,1,47.1075,4574.099766,41,1,0,1,0,1,0,1,1,0,0,1
75,37556.53,11.40316,0,0,11.21716,1528.092146,75,0,0,1,0,0,0,1,0,1,0,1
89,4492.36,8.853702,0,0,58.11303,5253.956688,89,1,0,0,0,1,0,1,0,1,1,0
48,13039.56,10.92729,0,0,41.09169,3653.559021,48,0,0,0,0,1,0,1,0,0,1,1
85,7543.45,15.41425,2,1,2.804449,538.267259,85,0,0,0,0,0,1,1,0,0,0,1
85,28965.11,11.99308,0,0,1.453022,639.623576,85,0,0,1,0,0,0,0,1,1,0,0
76,7377.09,12.84627,3,0,13.69077,1492.762296,76,1,0,0,1,1,0,0,0,1,1,0
69,38577.14,9.556195,0,1,4.060006,1446.866289,69,1,0,1,0,0,0,1,1,1,1,0
38,39624.21,12.06889188,0,3,20.45390977,2330.319383,38,1,0,0,0,1,0,1,1,1,1,1
69,13755.56,14.35104,2,0,8.016341,1033.144943,69,1,0,0,1,0,1,1,0,0,1,1
45,66987.12,8.969212,0,1,64.29675,6432.95498,45,0,0,1,0,0,0,1,0,1,1,1
79,26204.77,8.669204519,1,0,13.62832619,2270.749222,79,1,0,0,1,0,0,1,0,1,1,0
59,56176.47,15.6492,0,0,10.30326,1463.304212,59,0,0,0,1,0,0,1,1,0,0,0
65,31896.6,9.627499,0,1,64.82387,6265.224971,65,1,0,0,1,0,0,1,0,1,1,0
70,49830.03,8.244838,1,1,62.86571,6315.89486,70,1,0,1,0,0,0,1,0,1,1,1
88,55933.65,12.44411,2,0,66.10035,5803.869496,88,0,0,0,0,1,0,1,1,1,1,1
23,38045.21,6.040015,1,0,21.19755,2605.553463,23,1,0,0,0,0,1,1,0,1,1,0
52,99168.2,12.64257,0,0,9.613541,1083.774656,52,0,0,0,1,0,1,1,1,0,0,1
56,18275.19,6.990118,2,0,1.15025,830.9443469,56,0,0,0,1,0,0,1,1,0,0,0
89,25979.07,9.135272,1,0,1.799293,690.1873853,89,0,0,0,0,0,0,0,1,0,0,1
62,52994.02,5.186747,0,1,48.22395,4163.015502,62,0,0,0,0,1,0,1,0,1,0,1
63,15263.96,11.16648,2,0,71.74549,6122.640412,63,1,0,0,0,1,0,1,1,0,0,0
71,11591.09,11.05733159,1,0,5.953547112,1354.401018,71,1,0,0,1,0,0,1,1,1,0,0
63,22466.53,7.799780591,1,0,12.73622643,1381.538548,63,1,0,1,0,0,1,1,1,0,0,1
28,951.96,5.896488,0,1,8.031947,971.3001605,28,0,0,0,1,1,0,1,1,0,0,1
21,33029.84,12.60968,2,1,12.4341,1999.64045,21,0,0,0,0,0,0,1,0,1,1,1
83,29764.16,6.952948,0,1,48.83733,4245.418262,83,0,0,0,0,0,1,1,0,0,1,1
73,36812.71,14.38138,0,2,62.91372,5425.114173,73,1,0,0,0,0,1,1,0,0,0,0
33,38877.66,7.194187,0,0,13.19063,2119.656047,33,1,0,1,0,0,0,0,1,0,0,1
56,59221.64,10.37246,4,1,54.40563,5100.988534,56,0,0,1,0,1,0,1,0,1,1,1
70,52999.25,8.181079,1,0,69.48387,6048.496879,70,1,0,0,0,1,0,1,1,0,0,0
78,141362.6,9.366098,1,0,65.24071,5347.776998,78,0,0,0,0,0,1,1,0,0,0,1
23,71070.02,9.592831,1,1,64.44732,6093.091927,23,1,0,0,1,0,0,1,0,0,0,0
28,82784.14,8.923752,0,0,66.31705,5753.824737,28,0,0,0,0,1,0,0,0,0,0,1
57,32436.4,11.34598,3,0,67.5234,6073.6103,57,1,0,1,0,1,0,1,1,1,1,1
74,12001.77,10.32568,0,0,71.023,6518.264091,74,0,0,0,1,0,0,1,1,0,1,0
42,95075.46,13.27497,1,0,56.12583,4796.917237,42,1,0,0,1,1,0,1,0,0,0,1
43,6169.09,7.335113752,1,0,17.71637154,1732.013844,43,0,1,0,0,1,0,1,1,0,1,0
73,6511.56,13.41922,1,0,44.60467,4868.722454,73,0,0,0,0,0,0,1,1,1,1,1
26,11659.0,11.6119,3,0,56.56173,5434.480078,26,0,0,0,0,0,0,1,0,0,0,0
22,46466.83,10.32976,3,1,44.02354,4031.48686,22,0,0,1,0,0,1,0,1,0,0,0
84,60276.48,7.338928,2,0,68.20321,5797.443843,84,0,0,0,0,0,1,1,0,0,0,1
43,107341.5,2.106053,0,0,56.34451,5299.289196,43,0,0,0,0,1,0,1,1,1,0,0
86,43552.14,19.2677815,0,0,19.03625416,2220.436194,86,0,0,0,0,0,0,1,0,1,1,1
82,50637.25,5.408724,0,0,48.01685,4240.153662,82,0,0,0,0,1,0,1,0,1,1,1
68,43854.96,12.84373,0,2,70.14056,6662.597959,68,0,1,1,0,0,0,1,1,0,1,0
85,97761.18,9.442505655,1,0,8.573785357,1218.124487,85,0,0,0,0,1,0,1,0,1,1,0
26,25502.9,8.709293,1,0,5.606293,1193.722344,26,1,0,0,1,0,0,1,0,0,0,0
31,76161.71,11.05412,0,1,7.354812,1099.874685,31,1,0,0,1,0,1,0,1,1,0,1
85,66002.64,10.46147,1,0,63.64488,5991.256643,85,0,0,0,0,0,0,1,0,1,0,1
59,12642.1,10.83426,2,2,60.16962,5626.09355,59,1,0,0,0,0,1,1,0,1,0,1
29,36269.92,14.1032,0,0,14.26858,1937.879436,29,1,0,1,0,1,0,0,1,0,1,1
43,90112.25,10.66691,1,0,8.631838,1745.550396,43,1,0,1,0,0,0,1,1,0,1,1
19,78882.46,8.103675,0,1,59.21096,5824.726674,19,0,0,0,0,0,0,1,1,0,1,1
46,38869.47,8.345417,3,0,21.39532,3055.521716,46,0,0,0,1,0,0,0,1,1,1,1
63,45634.2,9.470419821,1,0,7.916533093,1570.641337,63,1,0,0,1,0,0,1,0,1,0,1
67,12779.23,12.53830949,2,1,15.64596698,1781.854862,67,0,0,0,0,1,0,1,0,0,1,0
59,31150.04,10.259,3,1,13.33556,1372.679029,59,1,0,0,0,1,0,0,0,0,1,0
66,60897.92,8.827647599,2,0,1.939549257,752.1641496,66,0,0,0,1,0,0,1,1,1,0,0
18,41967.93,17.04978252,0,2,10.55505829,1755.239032,18,1,0,0,0,0,0,1,0,0,0,0
75,49737.57,12.54984,0,0,50.94315,4946.54616,75,0,0,0,0,0,0,1,0,1,0,0
65,50199.18,11.01658,0,0,51.45585,4442.819177,65,0,0,0,1,0,1,1,0,1,0,0
47,55861.19,15.68043093,1,0,5.197446331,704.9375603,47,1,0,0,1,1,0,1,0,0,0,0
85,88744.82,9.344924,0,0,67.675,5430.296923,85,0,0,1,0,0,1,1,0,0,0,0
88,9693.38,7.299566,2,1,6.468187,1627.193453,88,0,0,0,0,0,0,1,1,1,1,0
36,16327.69,15.61183,1,0,64.16811,6028.840796,36,0,0,1,0,0,0,1,0,1,0,0
35,18056.25,7.347479,0,2,61.16662,5278.074401,35,0,0,0,1,1,0,1,0,0,0,1
31,59814.41,4.794991,0,0,63.53539,6369.536182,31,1,0,0,1,0,0,1,0,1,1,0
47,35476.64,7.915823,2,0,68.00557,5924.499555,47,0,0,0,0,1,0,1,0,1,0,0
22,96339.25,10.17641,1,0,56.54286,4967.342093,22,1,0,0,0,1,0,1,1,1,0,0
37,10330.1,6.918984305,1,0,6.945736396,1427.088655,37,1,0,0,0,0,0,1,0,0,1,0
18,8894.87,10.09739,1,0,2.546083,886.9184762,18,0,0,1,0,0,0,1,0,0,0,0
78,38294.87,10.89994219,1,1,1.262037303,668.5567922,78,0,0,0,1,1,0,1,0,1,1,1
68,60317.8,9.271105349,1,1,3.525858481,532.0660282,68,0,0,0,1,1,0,1,0,1,0,1
27,15762.57,11.55209722,2,0,21.67433467,2230.633867,27,0,0,0,0,1,0,1,0,1,0,0
75,46120.24,10.23789,1,0,55.81582,4745.339554,75,0,0,1,0,1,0,1,0,0,0,1
41,18014.85,12.38772,1,0,6.463724,742.5950937,41,0,0,0,1,1,0,1,0,1,0,0
73,51848.11,4.307800217,2,2,6.57513059,1187.692793,73,0,0,1,0,1,0,1,0,1,1,1
77,26354.71,13.93974,4,0,58.238,4945.69374,77,0,0,0,1,1,0,1,0,0,1,0
42,12411.88,10.94484319,0,1,6.695029374,1251.289889,42,0,0,1,0,0,0,1,1,1,0,0
43,49710.21,14.96043073,1,0,2.368283285,1148.280787,43,1,0,1,0,0,0,1,0,1,1,0
19,57992.91,9.819494,2,0,5.698156,1325.472004,19,1,0,0,1,1,0,1,1,1,1,0
65,19126.13,8.381372,6,1,63.18627,5307.208545,65,0,0,1,0,1,0,0,0,1,0,1
64,38850.73,11.92649,0,1,10.22422,2017.913692,64,1,0,1,0,0,0,1,0,1,1,1
58,38871.97,18.28180588,0,1,29.68889421,2674.084451,58,0,0,0,0,0,1,1,0,0,0,0
40,23263.37,6.610095,2,0,5.018901,798.4043093,40,1,0,0,1,1,0,1,0,1,0,0
51,41444.72,10.1175,1,0,25.76718,3049.419775,51,1,0,0,1,0,0,1,1,1,0,1
60,56175.87,7.87323,2,0,55.42799,4831.683083,60,0,0,0,1,1,0,1,1,0,1,0
25,27474.27,3.671674,3,0,69.69574,6529.773925,25,1,0,0,0,0,0,1,0,1,0,0
24,23800.51,14.46492,1,0,67.99357,6327.983433,24,0,0,0,1,0,0,1,0,0,1,0
74,58425.91,10.92195,4,0,61.55321,5360.396176,74,1,0,0,0,1,0,1,0,1,0,0
18,69035.22,6.432641,2,0,62.83227,5594.44205,18,1,0,1,0,0,1,1,0,0,0,0
72,34217.69,13.58758162,1,0,3.685081574,539.9859818,72,1,0,0,1,1,0,1,1,1,0,0
19,44426.28,6.269792565,0,0,3.379756569,905.1959227,19,1,0,0,1,1,0,0,0,0,1,1
78,60311.48,7.405174,2,0,65.34077,5614.068087,78,0,0,0,0,1,0,1,0,0,1,1
32,84314.93,9.51866,1,1,71.67026,6953.434775,32,0,0,0,1,0,0,1,0,0,1,1
80,6960.12,10.52956,1,0,13.16047,1175.542116,80,0,0,1,0,0,1,1,1,0,0,1
35,24176.28,7.790259,2,0,66.47928,5831.475339,35,1,0,1,0,1,0,1,0,0,0,0
19,70962.7,12.1247,0,1,61.75393,6562.450391,19,1,0,0,1,0,0,1,1,0,1,1
40,56159.24,13.19852,0,1,68.98021,6532.644086,40,1,0,0,0,0,0,1,0,0,1,1
39,19910.19,9.700782,0,0,71.23142,6108.901598,39,0,0,0,0,1,0,1,0,1,0,1
66,29958.36,13.88216,0,0,5.585004,936.2693881,66,0,0,1,0,1,0,1,1,1,1,0
53,30788.59,8.280749,2,0,52.61618,4957.613255,53,1,0,0,1,1,0,1,1,1,1,1
65,52918.39,9.716777,1,0,20.51646,1859.777405,65,0,0,0,0,0,1,1,1,1,0,0
55,77277.55,13.77913,0,0,10.59491,1272.863604,55,0,0,0,0,1,0,1,1,0,1,1
84,21808.87,10.46391733,1,0,2.38395716,1176.40624,84,1,0,0,0,0,0,1,0,1,1,1
34,21101.14,8.190421561,0,1,12.18544178,1991.187997,34,0,0,1,0,0,1,1,1,0,1,1
46,46369.85,7.69635,0,2,1.356734,437.7915053,46,0,0,0,1,1,0,1,0,0,1,0
43,30898.32,7.713017,1,0,1.26105,1206.875735,43,0,0,1,0,0,0,0,0,1,1,1
51,16425.42,5.55213244,0,0,11.80801038,1784.584135,51,1,0,0,1,0,0,1,1,1,0,0
31,25263.19,10.9286,2,2,55.10455,5274.080857,31,1,0,1,0,1,0,1,0,0,1,1
57,45161.45,13.64856,0,1,2.548892,1236.080387,57,1,0,0,0,0,0,1,1,0,1,0
45,26449.68,9.343467,2,2,62.13428,6368.713686,45,1,0,1,0,0,0,1,0,1,1,1
50,40935.12,11.06419,2,1,47.10952,4012.731737,50,0,0,0,0,0,1,1,0,1,0,0
77,74732.97,7.48647,2,0,59.13489,6078.532596,77,1,0,0,1,0,0,1,1,1,1,1
73,31717.01,14.32472,1,0,57.83255,4937.838244,73,0,1,0,1,0,1,1,0,0,1,0
69,16125.03,9.32394,0,0,50.27926,4688.00861,69,0,0,0,1,0,0,1,0,0,0,1
32,66665.33,10.96142,0,0,68.00653,6625.807498,32,1,0,1,0,0,0,1,0,1,1,1
59,7614.82,10.9733,1,0,3.919919,969.0951508,59,1,0,0,1,0,1,1,0,1,1,0
30,71530.36,12.42391,0,1,49.61348,4608.31316,30,1,0,0,1,1,0,1,0,1,0,0
26,16917.78,5.931143,1,0,67.6047,6160.398795,26,0,0,0,0,1,0,1,0,1,1,0
80,15756.81,12.8013,0,0,70.47897,5953.077209,80,0,0,0,1,1,0,1,0,1,0,0
38,79280.36,13.42226,1,1,5.886852,842.193169,38,0,0,0,1,1,0,1,0,0,0,1
58,37869.23,9.39907,1,1,9.388962,1262.469988,58,0,0,0,0,0,0,0,1,0,0,0
26,29353.41,7.752382962,0,0,16.1217624,1845.830672,26,0,0,0,1,1,0,1,1,0,0,1
39,19937.92,8.998128,2,1,6.649321,1211.694229,39,0,0,0,0,1,0,1,1,0,1,0
89,28658.87,13.26656,4,1,70.77468,6033.581345,89,1,0,0,1,1,0,1,0,0,1,1
32,52856.4,9.730159336,1,0,9.820011726,1596.707755,32,0,0,1,0,0,0,1,0,0,1,0
55,88666.42,8.433181103,2,1,2.282601557,395.2218567,55,1,0,0,0,1,0,1,0,1,0,0
70,41978.12,13.47145,1,0,58.41511,5454.264521,70,0,0,0,0,0,0,1,1,1,1,0
75,80269.13,12.3404636,0,0,18.55974516,2332.190421,75,0,0,0,0,0,0,0,1,1,1,0
21,39441.87,6.388387,2,1,57.27044,5899.517682,21,0,0,0,1,0,0,1,1,0,1,1
54,53517.26,5.083439,0,1,64.44587,5642.295973,54,0,0,1,0,1,0,1,0,1,0,1
69,17373.47,9.587984,0,0,8.718999,1318.027865,69,0,0,0,1,1,0,1,1,0,1,0
84,96624.28,7.865190806,1,0,7.399248624,1483.41562,84,1,0,0,0,0,0,1,1,0,1,0
55,52887.26,8.06137096,2,0,3.002844144,892.8964931,55,1,0,1,0,0,0,1,1,0,0,0
67,37852.37,7.048563699,2,0,1.914386255,272.9823095,67,1,0,1,0,1,0,1,0,0,0,1
26,48071.63,9.245843,0,0,59.6057,5247.01062,26,0,0,0,1,1,0,1,0,0,1,1
82,22935.07,13.04796,0,0,5.885148,635.2980162,82,0,0,0,1,1,0,1,0,0,1,0
83,48656.13,15.39942,1,0,69.76674,6435.760627,83,0,0,0,1,0,0,1,1,1,1,1
37,43211.84,7.624327,1,0,48.63086,4549.43734,37,1,0,1,0,1,0,1,0,1,1,0
24,14048.99,6.773212666,1,0,6.390769574,1061.749813,24,0,0,0,0,1,0,1,0,0,1,0
56,40426.46,8.178866,1,1,56.10936,5395.692973,56,1,0,0,0,0,0,0,0,0,0,1
69,33603.17,8.454573,3,0,61.52544,5306.886205,69,1,0,1,0,1,0,1,0,1,0,0
69,25392.45,15.46358,0,1,67.89973,5870.59778,69,0,0,0,0,1,0,1,1,0,0,0
63,32285.99,9.474793202,2,0,19.73065009,2095.858312,63,0,0,0,0,1,0,0,0,1,1,0
53,17681.56,5.414854,1,0,57.4792,5447.605945,53,1,0,1,0,0,0,1,0,0,1,0
35,15393.51,11.82966,3,1,59.8036,5273.813487,35,0,0,0,1,1,0,1,1,0,1,1
46,37838.55,8.918474,0,2,7.831837,971.0087147,46,0,0,1,0,0,1,0,0,0,0,1
69,9106.57,12.29278948,2,0,21.13118502,2543.181756,69,1,0,0,1,0,0,1,0,1,1,0
70,16131.26,13.89024,0,0,56.78316,5299.638224,70,1,0,0,0,0,1,1,0,1,1,0
38,4109.71,8.222298126,1,0,4.486607929,1088.786574,38,1,0,0,0,1,0,1,1,1,0,1
37,10280.98,11.56647,0,0,19.13997,2111.077001,37,1,0,0,0,1,0,1,0,0,1,1
89,21362.49,10.97418,2,0,65.11023,5233.491923,89,0,0,1,0,0,1,1,0,0,0,0
74,63807.18,7.163909,1,1,57.9625,6047.986921,74,0,0,0,0,0,0,1,1,1,1,1
74,12778.1,6.762471,2,0,63.00351,5268.611353,74,1,0,0,1,1,0,1,0,0,0,0
63,22376.88,8.56117,1,0,58.83809,5425.51161,63,1,0,1,0,1,0,1,1,0,1,0
19,86396.3,12.232234,0,0,7.904120653,892.0207872,19,0,0,0,1,0,1,1,1,0,0,0
66,35965.27,7.156605,3,0,63.98562,5449.052305,66,0,0,0,0,1,0,1,1,1,0,0
